0,1,2,3,4,5,6,7,8,9,10
citrus fruit,whole milk,,,,,,,,,
tropical fruit,oil,,,,,,,,,
rolls/buns,soda,,,,,,,,,
canned fruit,brown bread,,,,,,,,,
butter,seasonal products,,,,,,,,,
sausage,sausage,bottled beer,spread cheese,,,,,,,
frozen fish,margarine,,,,,,,,,
bottled water,beverages,,,,,,,,,
pip fruit,sugar,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
sausage,bottled beer,whole milk,frozen vegetables,,,,,,,
citrus fruit,yogurt,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
turkey,root vegetables,,,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
yogurt,whole milk,pickled vegetables,long life bakery product,mustard,,,,,,
frozen meals,other vegetables,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
baking powder,root vegetables,,,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
beef,butter,,,,,,,,,
beef,bottled beer,herbs,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pork,yogurt,,,,,,,,,
tropical fruit,salt,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
frankfurter,whipped/sour cream,other vegetables,,,,,,,,
newspapers,hard cheese,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
frankfurter,butter,long life bakery product,,,,,,,,
brown bread,onions,,,,,,,,,
chocolate,whole milk,,,,,,,,,
ham,whole milk,whole milk,soda,,,,,,,
dessert,cake bar,,,,,,,,,
beef,white wine,,,,,,,,,
sausage,berries,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
rolls/buns,tidbits,,,,,,,,,
bottled water,coffee,,,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
chicken,citrus fruit,whole milk,berries,instant coffee,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pork,brown bread,,,,,,,,,
canned beer,nuts/prunes,,,,,,,,,
butter,other vegetables,soda,yogurt,UHT-milk,,,,,,
tropical fruit,pasta,napkins,,,,,,,,
white wine,Instant food products,,,,,,,,,
sausage,beverages,,,,,,,,,
frozen dessert,soda,,,,,,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
curd cheese,canned beer,,,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
bottled water,beverages,,,,,,,,,
sausage,pip fruit,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
fruit/vegetable juice,rolls/buns,packaged fruit/vegetables,ice cream,rolls/buns,pasta,margarine,pip fruit,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
white wine,whole milk,,,,,,,,,
white bread,tropical fruit,,,,,,,,,
beef,napkins,,,,,,,,,
whole milk,hard cheese,candles,bottled beer,shopping bags,jam,,,,,
sausage,whole milk,popcorn,fruit/vegetable juice,canned fruit,whole milk,soda,,,,
brown bread,whole milk,,,,,,,,,
beef,herbs,oil,,,,,,,,
whole milk,bottled water,,,,,,,,,
sweet spreads,rolls/buns,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
newspapers,chicken,root vegetables,curd,,,,,,,
beef,specialty bar,,,,,,,,,
other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water,,,
whole milk,rolls/buns,,,,,,,,,
bottled beer,Instant food products,,,,,,,,,
zwieback,brown bread,,,,,,,,,
frozen vegetables,sugar,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
hard cheese,salty snack,,,,,,,,,
ham,cream cheese ,,,,,,,,,
meat,newspapers,,,,,,,,,
whipped/sour cream,whole milk,oil,,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
sausage,whole milk,,,,,,,,,
dessert,yogurt,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
ham,other vegetables,,,,,,,,,
tropical fruit,sausage,beef,yogurt,long life bakery product,yogurt,cream cheese ,processed cheese,,,
margarine,long life bakery product,,,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
white wine,processed cheese,,,,,,,,,
oil,other vegetables,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pastry,sauces,,,,,,,,,
sausage,dog food,,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
packaged fruit/vegetables,popcorn,,,,,,,,,
hygiene articles,seasonal products,,,,,,,,,
domestic eggs,mayonnaise,coffee,,,,,,,,
newspapers,pip fruit,dishes,,,,,,,,
misc. beverages,cling film/bags,curd,,,,,,,,
frankfurter,red/blush wine,other vegetables,,,,,,,,
chicken,vinegar,,,,,,,,,
jam,house keeping products,,,,,,,,,
frankfurter,long life bakery product,sugar,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
other vegetables,liquor,,,,,,,,,
rolls/buns,yogurt,Instant food products,,,,,,,,
pip fruit,hygiene articles,domestic eggs,hard cheese,,,,,,,
beef,rolls/buns,,,,,,,,,
root vegetables,soda,specialty bar,other vegetables,frozen vegetables,,,,,,
specialty cheese,sliced cheese,,,,,,,,,
pastry,whole milk,,,,,,,,,
butter,margarine,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
rolls/buns,frozen vegetables,roll products ,,,,,,,,
long life bakery product,candy,,,,,,,,,
soda,dessert,shopping bags,,,,,,,,
pork,beverages,dishes,,,,,,,,
cling film/bags,whipped/sour cream,coffee,,,,,,,,
newspapers,canned beer,,,,,,,,,
coffee,bottled water,roll products ,,,,,,,,
specialty bar,cleaner,,,,,,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
soda,pip fruit,pastry,jam,,,,,,,
sausage,berries,,,,,,,,,
butter,margarine,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
pip fruit,processed cheese,yogurt,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
bottled water,curd,,,,,,,,,
sausage,sugar,,,,,,,,,
soda,whole milk,,,,,,,,,
sausage,sausage,tropical fruit,pip fruit,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
sugar,processed cheese,,,,,,,,,
citrus fruit,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
meat,domestic eggs,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
chicken,bottled water,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
salty snack,bottled water,,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
other vegetables,tea,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
cream cheese ,popcorn,frozen fish,,,,,,,,
beef,other vegetables,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
specialty fat,brandy,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
turkey,root vegetables,frozen meals,soda,spread cheese,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
zwieback,whole milk,domestic eggs,,,,,,,,
soda,tropical fruit,domestic eggs,domestic eggs,,,,,,,
dessert,domestic eggs,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
yogurt,onions,,,,,,,,,
finished products,brown bread,dishes,,,,,,,,
soda,candy,,,,,,,,,
citrus fruit,shopping bags,chewing gum,cake bar,,,,,,,
yogurt,whole milk,yogurt,chewing gum,,,,,,,
beverages,candles,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
citrus fruit,canned beer,flour,,,,,,,,
whole milk,berries,,,,,,,,,
tropical fruit,bottled beer,cake bar,yogurt,,,,,,,
frankfurter,frankfurter,citrus fruit,semi-finished bread,dishes,whipped/sour cream,,,,,
tropical fruit,white wine,oil,,,,,,,,
canned beer,misc. beverages,yogurt,rolls/buns,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
ham,whole milk,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
ham,white bread,,,,,,,,,
chewing gum,soda,red/blush wine,,,,,,,,
sausage,spread cheese,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
frankfurter,pastry,canned beer,pastry,,,,,,,
fruit/vegetable juice,waffles,tropical fruit,domestic eggs,liquor (appetizer),dessert,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
pastry,waffles,other vegetables,whole milk,dental care,house keeping products,frozen vegetables,,,,
chicken,yogurt,,,,,,,,,
turkey,fruit/vegetable juice,domestic eggs,,,,,,,,
frozen meals,napkins,,,,,,,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
chicken,herbs,,,,,,,,,
brown bread,sausage,yogurt,butter milk,canned beer,frozen vegetables,curd,cake bar,,,
pastry,brown bread,yogurt,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
seasonal products,rolls/buns,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
sausage,soda,butter,,,,,,,,
beef,yogurt,,,,,,,,,
curd,tropical fruit,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
pastry,butter,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
soda,tropical fruit,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
meat,specialty chocolate,,,,,,,,,
cream cheese ,whipped/sour cream,napkins,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
canned beer,frozen vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
whole milk,white wine,,,,,,,,,
whole milk,pasta,whipped/sour cream,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
grapes,meat spreads,domestic eggs,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
root vegetables,white wine,,,,,,,,,
soups,sugar,seasonal products,bottled beer,,,,,,,
pip fruit,cake bar,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
zwieback,frozen dessert,shopping bags,cream cheese ,,,,,,,
beef,salty snack,,,,,,,,,
processed cheese,dishes,,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
waffles,salty snack,hard cheese,,,,,,,,
bottled beer,fruit/vegetable juice,whole milk,bottled beer,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
tropical fruit,yogurt,bottled water,,,,,,,,
sausage,pot plants,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
flower (seeds),sliced cheese,soups,,,,,,,,
roll products ,sausage,prosecco,chocolate,,,,,,,
rolls/buns,white bread,,,,,,,,,
napkins,whole milk,chocolate marshmallow,,,,,,,,
sugar,shopping bags,,,,,,,,,
hamburger meat,citrus fruit,whole milk,specialty bar,,,,,,,
syrup,whole milk,,,,,,,,,
packaged fruit/vegetables,butter,,,,,,,,,
citrus fruit,soda,berries,coffee,sugar,,,,,,
yogurt,pip fruit,,,,,,,,,
sausage,citrus fruit,red/blush wine,frozen vegetables,cream,,,,,,
soda,yogurt,,,,,,,,,
sausage,butter,,,,,,,,,
soda,pip fruit,,,,,,,,,
tropical fruit,soda,,,,,,,,,
chicken,house keeping products,,,,,,,,,
processed cheese,other vegetables,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
root vegetables,bottled water,napkins,shopping bags,rice,,,,,,
dish cleaner,whole milk,,,,,,,,,
coffee,root vegetables,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
whole milk,white bread,,,,,,,,,
tropical fruit,oil,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
white wine,cat food,,,,,,,,,
yogurt,hamburger meat,other vegetables,mustard,,,,,,,
ham,bottled water,,,,,,,,,
hamburger meat,butter,,,,,,,,,
pork,pip fruit,,,,,,,,,
soda,shopping bags,,,,,,,,,
citrus fruit,flour,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
tropical fruit,bottled beer,other vegetables,oil,,,,,,,
shopping bags,soda,,,,,,,,,
tropical fruit,whole milk,liquor,,,,,,,,
other vegetables,sugar,,,,,,,,,
other vegetables,berries,organic products,,,,,,,,
misc. beverages,salt,,,,,,,,,
pip fruit,white wine,whole milk,,,,,,,,
chicken,rolls/buns,,,,,,,,,
pet care,other vegetables,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
meat,bottled water,soda,,,,,,,,
soda,chocolate marshmallow,hard cheese,,,,,,,,
long life bakery product,frozen vegetables,,,,,,,,,
ham,soda,,,,,,,,,
pastry,bottled water,,,,,,,,,
pastry,whipped/sour cream,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
pastry,pork,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
onions,oil,,,,,,,,,
fruit/vegetable juice,long life bakery product,specialty cheese,,,,,,,,
whipped/sour cream,brown bread,sparkling wine,,,,,,,,
frozen vegetables,napkins,,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
pastry,whole milk,other vegetables,rolls/buns,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
cat food,roll products ,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
dog food,hygiene articles,Instant food products,,,,,,,,
rolls/buns,other vegetables,butter,root vegetables,rolls/buns,,,,,,
whole milk,other vegetables,,,,,,,,,
candy,soda,candy,,,,,,,,
butter,bottled beer,canned beer,chewing gum,fruit/vegetable juice,,,,,,
berries,canned fish,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
citrus fruit,sugar,,,,,,,,,
herbs,whole milk,other vegetables,shopping bags,,,,,,,
liver loaf,bottled beer,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
berries,hygiene articles,,,,,,,,,
pork,berries,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
chicken,bottled water,,,,,,,,,
frozen meals,margarine,semi-finished bread,,,,,,,,
pickled vegetables,butter,,,,,,,,,
berries,rolls/buns,pastry,,,,,,,,
ham,cream cheese ,,,,,,,,,
frozen meals,brown bread,other vegetables,curd cheese,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soda,napkins,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
sugar,soda,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
pork,frozen meals,canned beer,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
cream cheese ,frozen meals,,,,,,,,,
cereals,frozen vegetables,,,,,,,,,
pastry,yogurt,,,,,,,,,
citrus fruit,brown bread,ketchup,,,,,,,,
frankfurter,canned beer,,,,,,,,,
kitchen towels,sliced cheese,,,,,,,,,
soda,shopping bags,,,,,,,,,
whole milk,yogurt,,,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pork,liver loaf,canned beer,whole milk,,,,,,,
brown bread,rolls/buns,,,,,,,,,
sausage,fish,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
onions,margarine,,,,,,,,,
beef,yogurt,fruit/vegetable juice,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
sugar,whole milk,,,,,,,,,
long life bakery product,other vegetables,,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
pastry,white bread,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
whole milk,brown bread,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
curd,zwieback,,,,,,,,,
soda,root vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
long life bakery product,UHT-milk,whole milk,,,,,,,,
frankfurter,butter milk,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
sweet spreads,margarine,,,,,,,,,
bottled water,cream cheese ,curd,,,,,,,,
hamburger meat,tropical fruit,soda,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
sliced cheese,brown bread,roll products ,,,,,,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
hygiene articles,chicken,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
pork,canned beer,whole milk,rolls/buns,,,,,,,
beef,frozen dessert,,,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
onions,pip fruit,,,,,,,,,
soft cheese,white wine,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
white bread,brown bread,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
condensed milk,onions,coffee,candy,,,,,,,
pip fruit,soda,,,,,,,,,
frozen fruits,pot plants,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
tropical fruit,tropical fruit,mayonnaise,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
bottled water,whole milk,whole milk,frozen vegetables,,,,,,,
canned beer,white bread,male cosmetics,chocolate,,,,,,,
frankfurter,cat food,,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
white wine,bottled water,,,,,,,,,
whipped/sour cream,bottled beer,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
meat,other vegetables,margarine,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
pastry,brown bread,,,,,,,,,
pork,cat food,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
yogurt,brown bread,,,,,,,,,
pastry,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
hair spray,chocolate,rolls/buns,,,,,,,,
liver loaf,waffles,,,,,,,,,
chicken,house keeping products,,,,,,,,,
liquor (appetizer),long life bakery product,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
liquor,curd,yogurt,tropical fruit,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled beer,newspapers,seasonal products,bottled water,,,,,,,
other vegetables,rolls/buns,domestic eggs,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
sausage,cream,,,,,,,,,
frankfurter,butter,,,,,,,,,
candy,bottled water,,,,,,,,,
other vegetables,frankfurter,root vegetables,newspapers,,,,,,,
beef,brown bread,,,,,,,,,
ham,bathroom cleaner,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
turkey,beef,root vegetables,margarine,shopping bags,curd,,,,,
newspapers,rolls/buns,,,,,,,,,
white bread,cleaner,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
flower soil/fertilizer,rolls/buns,yogurt,ice cream,whipped/sour cream,,,,,,
cat food,pet care,oil,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
pastry,frozen fish,,,,,,,,,
canned vegetables,white bread,,,,,,,,,
canned beer,herbs,margarine,,,,,,,,
snack products,soda,,,,,,,,,
other vegetables,cat food,bottled water,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
canned beer,dessert,,,,,,,,,
cat food,fruit/vegetable juice,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,newspapers,newspapers,,,,,,,,
tropical fruit,mustard,,,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
pastry,other vegetables,,,,,,,,,
detergent,tropical fruit,shopping bags,soft cheese,,,,,,,
ham,bottled water,,,,,,,,,
chocolate,domestic eggs,,,,,,,,,
domestic eggs,napkins,,,,,,,,,
soda,candy,,,,,,,,,
yogurt,newspapers,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
meat,bottled water,abrasive cleaner,,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,pork,,,,,,,,,
roll products ,margarine,,,,,,,,,
beef,whole milk,frozen meals,,,,,,,,
other vegetables,bottled water,,,,,,,,,
canned beer,misc. beverages,liqueur,,,,,,,,
whole milk,chocolate,,,,,,,,,
pastry,ice cream,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
waffles,pip fruit,whole milk,beef,yogurt,,,,,,
canned beer,white bread,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
dishes,bottled water,spread cheese,sugar,,,,,,,
cat food,whole milk,chocolate,,,,,,,,
soda,flour,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
bottled water,beverages,,,,,,,,,
bottled water,specialty bar,,,,,,,,,
processed cheese,hamburger meat,whole milk,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
soda,soda,,,,,,,,,
popcorn,butter,,,,,,,,,
bottled water,photo/film,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
sausage,bottled water,,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
whole milk,napkins,,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
pip fruit,butter,,,,,,,,,
root vegetables,pasta,pip fruit,red/blush wine,,,,,,,
whole milk,white wine,UHT-milk,,,,,,,,
citrus fruit,ice cream,butter,shopping bags,,,,,,,
brown bread,brown bread,,,,,,,,,
roll products ,shopping bags,,,,,,,,,
whipped/sour cream,chicken,,,,,,,,,
whole milk,waffles,shopping bags,,,,,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
frankfurter,yogurt,,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
pip fruit,pastry,,,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
bottled beer,whole milk,,,,,,,,,
berries,sauces,,,,,,,,,
chicken,root vegetables,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
misc. beverages,shopping bags,yogurt,,,,,,,,
dessert,sliced cheese,bottled beer,other vegetables,,,,,,,
beef,tropical fruit,,,,,,,,,
beverages,soda,,,,,,,,,
